marca;modelo;ano;tipo_carroceria;tipo_combustivel;transmissão;quilometragem;preço;condição;estado;uf;pais;idade;km_ano
Mahindra;Scorpio;2011;Van;Petrol;Manual;201481;1195,00;excellent;East Chelseaberg;ON;Canada;14;14391,50
Audi;A4;2017;MPV;Petrol;Manual;102229;6734,00;good;Lake Vincent;NSW;Australia;8;12778,62
Mercedes-Benz;GLA;2024;Coupe;Hybrid;Manual;9909;39604,00;good;Cape Town;WC;South Africa;1;9909,00
Mahindra;XUV700;2015;Van;Plug-in Hybrid;Automatic;81938;2885,00;good;Fergusontown;ACT;Australia;10;8193,80
Audi;Q5;2013;Van;Diesel;Manual;188849;3398,00;excellent;Dehri;WB;India;12;15737,42
Tata;Nexon;2020;Crossover;Diesel;Manual;54542;4135,00;salvage;Cavalcanti do Norte;CE;Brazil;5;10908,40
Audi;Q5;2020;Van;Hybrid;Manual;43711;20455,00;excellent;Lake Heathermouth;SK;Canada;5;8742,20
Tesla;Model 3;2014;Sedan;Electric;Automatic;68849;5283,00;good;Durban;LP;South Africa;11;6259,00
Skoda;Octavia;2020;Coupe;Diesel;Manual;44441;10151,00;fair;Taraport;NT;Australia;5;8888,20
Kia;Sonet;2019;Van;Petrol;Automatic;89387;6747,00;fair;MalletVille;BFC;France;6;14897,83
Skoda;Kushaq;2020;Hatchback;Diesel;Automatic;100604;6715,00;good;Bongaigaon;DL;India;5;20120,80
Mahindra;XUV700;2014;Sedan;Petrol;Automatic;212481;1401,00;like new;Dhanbad;PB;India;11;19316,45
Honda;Civic;2014;SUV;Petrol;Manual;160545;2578,00;excellent;Lake Danielle;QLD;Australia;11;14595,00
BMW;5 Series;2017;MPV;Diesel;Manual;60609;12323,00;new;Grantside;ACT;Australia;8;7576,12
Nissan;Altima;2023;Hatchback;Petrol;Automatic;29292;10887,00;fair;North Jenniferborough;NB;Canada;2;14646,00
Tesla;Model 3;2020;Crossover;CNG;Automatic;76508;16381,00;excellent;Lake Stephanie;AB;Canada;5;15301,60
Skoda;Kushaq;2023;Sedan;Petrol;Manual;48560;13750,00;fair;Ebermannstadt;SN;Germany;2;24280,00
Tata;Nexon;2014;Pickup;Diesel;Manual;246089;2042,00;excellent;Schwarzenberg;NW;Germany;11;22371,73
Volkswagen;Jetta;2024;Sedan;CNG;AMT;9764;20355,00;good;Christinamouth;CO;US;1;9764,00
Tesla;Model Y;2021;Hatchback;Diesel;Automatic;32549;15642,00;good;Prattton;WA;US;4;8137,25
Toyota;Highlander;2022;Coupe;Petrol;Manual;29386;17969,00;good;Jonesville;NL;Canada;3;9795,33
Mercedes-Benz;E-Class;2017;MPV;Petrol;Automatic;94741;9282,00;good;Melle;TH;Germany;8;11842,62
Honda;City;2021;Pickup;Petrol;Automatic;100987;18766,00;like new;Hechingen;HH;Germany;4;25246,75
Hyundai;Creta;2017;SUV;Hybrid;Automatic;131681;3837,00;good;Cape Town;FS;South Africa;8;16460,12
Mercedes-Benz;GLA;2024;Coupe;Electric;Automatic;6846;50140,00;good;Cape Town;GP;South Africa;1;6846,00
Mercedes-Benz;GLC;2018;MPV;Hybrid;Automatic;50828;11555,00;good;West Timothymouth;ACT;Australia;7;7261,14
Honda;CR-V;2008;Convertible;Plug-in Hybrid;Automatic;140684;1269,00;good;da Cruz;AM;Brazil;17;8275,53
Mercedes-Benz;E-Class;2012;Sedan;Hybrid;Manual;200095;2156,00;excellent;Souza;PA;Brazil;13;15391,92
Mercedes-Benz;GLA;2020;MPV;Diesel;Automatic;65828;17773,00;good;Delahaye;NAQ;France;5;13165,60
Maruti;Ertiga;2018;Hatchback;Plug-in Hybrid;Manual;133420;3107,00;excellent;Darmstadt;MV;Germany;7;19060,00
BMW;X5;2024;Crossover;Diesel;Automatic;11896;42778,00;excellent;Crystalside;QLD;Australia;1;11896,00
Toyota;Highlander;2006;SUV;Petrol;Manual;214465;1151,00;fair;Port Jon;BC;Canada;19;11287,63
Ford;Escape;2017;Van;Diesel;Automatic;127298;4633,00;fair;Lelièvre;PACA;France;8;15912,25
BMW;X5;2020;Pickup;Petrol;CVT;36091;20332,00;fair;Jacquelinebury;SK;Canada;5;7218,20
Ford;F-150;2016;Pickup;Petrol;CVT;187486;3819,00;fair;国立市;Fukuoka;Japan;9;20831,78
Ford;Explorer;2024;Coupe;Plug-in Hybrid;Automatic;10705;35285,00;excellent;立川市;Aichi;Japan;1;10705,00
Tata;Altroz;2005;SUV;Petrol;Manual;336245;1152,00;fair;印西市;Tokyo;Japan;20;16812,25
Mahindra;XUV700;2017;Convertible;Hybrid;Manual;205913;3296,00;excellent;Bhiwani;KA;India;8;25739,12
Mercedes-Benz;GLC;2020;Coupe;Petrol;Manual;63854;9475,00;salvage;Port Charles;AB;Canada;5;12770,80
Audi;A4;2013;Crossover;Petrol;Automatic;167265;4212,00;excellent;Staßfurt;SN;Germany;12;13938,75
Tata;Harrier;2023;Van;CNG;Automatic;23763;14740,00;good;Saint Céline;PACA;France;2;11881,50
Kia;Seltos;2019;Pickup;Petrol;Automatic;159377;6688,00;fair;Aurangabad;WB;India;6;26562,83
Kia;Sorento;2012;Pickup;Diesel;DCT;140756;2129,00;excellent;Port Elizabeth;EC;South Africa;13;10827,38
Maruti;Wagon R;2019;SUV;Hybrid;Automatic;46546;9004,00;excellent;Johannesburg;GP;South Africa;6;7757,67
Ford;F-150;2018;MPV;Hybrid;Automatic;67402;6378,00;good;Donaldville;NIR;UK;7;9628,86
Tesla;Model 3;2020;Van;Petrol;Automatic;80159;13365,00;fair;Ebermannstadt;BB;Germany;5;16031,80
Hyundai;Sonata;2023;MPV;Petrol;Manual;14505;20670,00;excellent;Kellyville;BC;Canada;2;7252,50
Volkswagen;Jetta;2025;Convertible;Petrol;Automatic;102993;41246,00;excellent;西多摩郡奥多摩町;Tokyo;Japan;0;13684,21
Hyundai;Creta;2021;Convertible;Hybrid;Automatic;66751;11928,00;fair;das Neves;CE;Brazil;4;16687,75
Ford;Explorer;2018;Van;Plug-in Hybrid;Automatic;122024;6338,00;good;Sangli-Miraj & Kupwad;HR;India;7;17432,00
Audi;A4;2021;Hatchback;Electric;Manual;76641;14176,00;fair;Rajpur Sonarpur;TN;India;4;19160,25
Tesla;Model 3;2022;Hatchback;Electric;AMT;50142;21965,00;good;中野区;Osaka;Japan;3;16714,00
Volkswagen;Taigun;2015;Hatchback;Diesel;Manual;100025;2454,00;excellent;North Emily;SCT;UK;10;10002,50
Skoda;Octavia;2013;Hatchback;Petrol;Manual;177760;1233,00;good;Durban;NC;South Africa;12;14813,33
Ford;Explorer;2021;Hatchback;Petrol;Automatic;62906;7871,00;good;Rezende Alegre;RS;Brazil;4;15726,50
Hyundai;Sonata;2019;Crossover;Petrol;Manual;92435;7851,00;excellent;Port Brandon;TAS;Australia;6;15405,83
Volkswagen;Jetta;2016;Van;Diesel;Manual;100537;3712,00;good;Charlesberg;NSW;Australia;9;11170,78
Tesla;Model 3;2019;Pickup;CNG;Manual;89493;20493,00;excellent;Stadtroda;RP;Germany;6;14915,50
Tesla;Model 3;2019;Hatchback;Petrol;Automatic;130979;8979,00;like new;Tenali;UP;India;6;21829,83
Mercedes-Benz;GLC;2013;Sedan;Electric;DCT;99124;3433,00;good;Rachelchester;NT;Australia;12;8260,33
Toyota;Fortuner;2025;MPV;Petrol;Automatic;102993;30997,00;excellent;South Derrickberg;ON;Canada;0;13684,21
Ford;Maverick;2020;Coupe;Hybrid;Automatic;79927;15120,00;new;Saint Alfred;HDF;France;5;15985,40
Toyota;Innova;2012;Crossover;Petrol;Manual;333638;1581,00;good;Kakinada;WB;India;13;25664,46
Hyundai;Creta;2021;Pickup;Petrol;Automatic;48595;13921,00;fair;Lake Victoriafort;NIR;UK;4;12148,75
Toyota;Fortuner;2013;Van;Plug-in Hybrid;Manual;98125;2416,00;good;East London;EC;South Africa;12;8177,08
Skoda;Kushaq;2016;Crossover;Petrol;Automatic;131072;4489,00;good;Morvan-sur-Étienne;CVL;France;9;14563,56
Volkswagen;Tiguan;2020;Sedan;Hybrid;Automatic;45832;10402,00;excellent;Port Elizabeth;MP;South Africa;5;9166,40
Volkswagen;Taigun;2014;Pickup;Hybrid;Automatic;166946;3969,00;good;Saint Étienne;CVL;France;11;15176,91
Volkswagen;Taigun;2023;Sedan;Hybrid;CVT;25872;13194,00;fair;St. Marymouth;SA;Australia;2;12936,00
Maruti;Ertiga;2016;Coupe;Diesel;Automatic;196777;2632,00;excellent;八王子市;Fukuoka;Japan;9;21864,11
Tata;Harrier;2012;SUV;Diesel;DCT;123708;1157,00;fair;Bloemfontein;NC;South Africa;13;9516,00
Audi;Q5;2021;Hatchback;Electric;Automatic;47618;16529,00;good;Newtonmouth;MB;Canada;4;11904,50
Tesla;Model 3;2013;Pickup;Petrol;Automatic;149737;6579,00;excellent;西多摩郡瑞穂町;Kanagawa;Japan;12;12478,08
BMW;5 Series;2014;Crossover;Petrol;Manual;170627;3497,00;excellent;South Jacqueline;NC;US;11;15511,55
BMW;X5;2012;Crossover;Petrol;Automatic;132641;2257,00;good;Sullivanhaven;WA;Australia;13;10203,15
Hyundai;Creta;2021;MPV;Electric;Automatic;25918;16018,00;good;New Kristen;GA;US;4;6479,50
Honda;CR-V;2012;SUV;Hybrid;Automatic;337832;1652,00;good;富津市;Kyoto;Japan;13;25987,08
Ford;Explorer;2015;Convertible;Hybrid;AMT;158273;4745,00;excellent;Buxar;TN;India;10;15827,30
Nissan;Magnite;2016;Van;Hybrid;Manual;209909;2826,00;good;港区;Tokyo;Japan;9;23323,22
Mahindra;Scorpio;2019;Crossover;Petrol;CVT;117060;5421,00;good;Kaiserslautern;NI;Germany;6;19510,00
Chevrolet;Equinox;2014;Pickup;Petrol;CVT;166029;2570,00;good;Durban;FS;South Africa;11;15093,55
Toyota;Highlander;2025;MPV;Diesel;CVT;102993;28595,00;good;Benjaminview;ACT;Australia;0;13684,21
Nissan;Altima;2014;Sedan;Electric;Automatic;76716;3410,00;excellent;Williamsburgh;GA;US;11;6974,18
Tata;Nexon;2021;Hatchback;Petrol;Manual;94614;5280,00;good;東久留米市;Osaka;Japan;4;23653,50
BMW;5 Series;2012;Coupe;Hybrid;AMT;138121;2507,00;good;Johannesburg;FS;South Africa;13;10624,69
Audi;Q5;2015;Crossover;Petrol;Automatic;157209;6152,00;excellent;Mahbubnagar;GJ;India;10;15720,90
Tesla;Model 3;2021;Sedan;Hybrid;Manual;49277;9299,00;desconhecido;Port Elizabeth;GP;South Africa;4;12319,25
Mercedes-Benz;E-Class;2024;Convertible;Petrol;Manual;7665;47755,00;good;Davisbury;QC;Canada;1;7665,00
BMW;3 Series;2023;Van;Plug-in Hybrid;Manual;22913;39492,00;excellent;Cape Town;WC;South Africa;2;11456,50
Ford;Explorer;2006;Hatchback;Diesel;Automatic;415962;1210,00;good;新宿区;Kyoto;Japan;19;21892,74
Toyota;RAV4;2023;MPV;Petrol;Automatic;25244;17782,00;good;Weaverstad;QLD;Australia;2;12622,00
Kia;Sportage;2017;Coupe;Diesel;Automatic;63424;6543,00;good;Port Melaniemouth;GA;US;8;7928,00
Kia;Sorento;2020;Hatchback;Hybrid;Automatic;52142;6075,00;fair;Sales;AM;Brazil;5;10428,40
Nissan;Rogue;2022;Sedan;Petrol;Manual;47893;9998,00;fair;Fosterstad;ACT;Australia;3;15964,33
Tata;Harrier;2016;Coupe;Petrol;AMT;135319;2265,00;excellent;Pretoria;NC;South Africa;9;15035,44
Skoda;Slavia;2019;Sedan;Petrol;Manual;88614;6746,00;excellent;Robertfort;QLD;Australia;6;14769,00
Tesla;Model 3;2014;MPV;Petrol;Automatic;246183;3363,00;excellent;Berhampore;UP;India;11;22380,27
BMW;X3;2016;SUV;Petrol;Automatic;77048;9421,00;good;Aparecida de Minas;AM;Brazil;9;8560,89
Toyota;Corolla;2025;Hatchback;Hybrid;Manual;102993;22902,00;excellent;横浜市青葉区;Osaka;Japan;0;13684,21
Ford;Explorer;2011;Hatchback;Hybrid;Manual;172996;1161,00;good;East Josh;WLS;UK;14;12356,86
Toyota;Tacoma;2024;Convertible;Petrol;DCT;13956;24373,00;fair;Billyland;TX;US;1;13956,00
Nissan;Rogue;2017;Pickup;CNG;Manual;112447;5772,00;good;Waltonfurt;AB;Canada;8;14055,88
Skoda;Slavia;2022;Crossover;Diesel;Automatic;43908;15638,00;excellent;Cape Town;FS;South Africa;3;14636,00
Kia;Sonet;2020;SUV;Electric;Automatic;43522;8534,00;salvage;Pretoria;NC;South Africa;5;8704,40
Ford;F-150;2016;SUV;Electric;Automatic;166732;4289,00;good;Göttingen;BW;Germany;9;18525,78
Kia;Sorento;2019;Hatchback;Petrol;CVT;71300;5229,00;good;West Lori;NL;Canada;6;11883,33
Volkswagen;Jetta;2016;MPV;Petrol;Automatic;118956;2512,00;fair;New Jordanberg;NIR;UK;9;13217,33
Audi;A6;2016;Hatchback;Diesel;Automatic;120502;5591,00;good;Vellore;HR;India;9;13389,11
Skoda;Octavia;2015;Van;Petrol;Automatic;165599;3645,00;excellent;横浜市南区;Tokyo;Japan;10;16559,90
Tata;Harrier;2014;Crossover;Diesel;Manual;139122;1852,00;fair;北区;Osaka;Japan;11;12647,45
BMW;X5;2024;SUV;Electric;Manual;13149;52290,00;good;Cordier;ARA;France;1;13149,00
BMW;5 Series;2016;Convertible;Electric;Manual;96848;8626,00;excellent;Sousa;BA;Brazil;9;10760,89
BMW;X3;2020;Van;Diesel;Automatic;78941;18047,00;excellent;西多摩郡瑞穂町;Okinawa;Japan;5;15788,20
Ford;F-150;2013;SUV;Petrol;Manual;307802;2066,00;good;Sainte Joséphine;GES;France;12;25650,17
Toyota;Innova;2018;Convertible;Petrol;CVT;102922;5066,00;fair;Robertmouth;WA;US;7;14703,14
Skoda;Slavia;2009;Van;Hybrid;Manual;223042;1196,00;excellent;Pretoria;EC;South Africa;16;13940,12
Volkswagen;Jetta;2025;Crossover;Electric;Automatic;102993;37226,00;good;North Mirandatown;NC;US;0;13684,21
Hyundai;Tucson;2015;SUV;Petrol;Manual;246381;2672,00;good;世田谷区;Kanagawa;Japan;10;24638,10
Mahindra;Bolero;2012;Sedan;Diesel;Manual;261026;1289,00;good;Viechtach;NI;Germany;13;20078,92
Chevrolet;Malibu;2019;Crossover;Electric;Automatic;66998;13768,00;excellent;安房郡鋸南町;Osaka;Japan;6;11166,33
Ford;Explorer;2006;Hatchback;Petrol;AMT;286507;1176,00;new;白井市;Fukuoka;Japan;19;15079,32
Audi;A6;2018;Crossover;Diesel;Automatic;74565;12883,00;new;Jennifermouth;NJ;US;7;10652,14
Skoda;Octavia;2025;Sedan;Petrol;Automatic;102993;27067,00;excellent;Rodrigues;SP;Brazil;0;13684,21
Mercedes-Benz;E-Class;2016;SUV;Petrol;Automatic;175405;7168,00;excellent;Ramgarh;MH;India;9;19489,44
Maruti;Swift;2023;MPV;Petrol;Automatic;28844;12526,00;good;Sasaram;TG;India;2;14422,00
Chevrolet;Trax;2019;SUV;Petrol;Manual;47727;12832,00;excellent;da Conceição Grande;BA;Brazil;6;7954,50
Kia;Sonet;2021;Crossover;Electric;DCT;37347;15555,00;fair;川崎市宮前区;Okinawa;Japan;4;9336,75
Maruti;Wagon R;2015;Crossover;Diesel;Automatic;106053;1976,00;fair;South Laura;NJ;US;10;10605,30
BMW;X5;2012;Crossover;Diesel;Manual;153180;3448,00;good;Turpin;OCC;France;13;11783,08
Nissan;Altima;2019;Convertible;Petrol;Automatic;84257;9730,00;good;Guerra;PR;Brazil;6;14042,83
BMW;3 Series;2013;Sedan;Electric;Automatic;163088;3131,00;good;Lübben;TH;Germany;12;13590,67
Mercedes-Benz;C-Class;2008;Pickup;Electric;Automatic;194723;1508,00;fair;Macedo;SP;Brazil;17;11454,29
Mahindra;XUV700;2013;Pickup;Petrol;Manual;284116;1885,00;excellent;Saint GillesBourg;PDL;France;12;23676,33
Volkswagen;Tiguan;2019;Sedan;Hybrid;Automatic;55049;7542,00;good;Kenttown;ENG;UK;6;9174,83
Skoda;Kushaq;2021;Convertible;Electric;CVT;57867;19672,00;good;Schmitt;NAQ;France;4;14466,75
Chevrolet;Equinox;2024;Sedan;Petrol;Automatic;15148;19761,00;good;Sainte JacquesVille;ARA;France;1;15148,00
BMW;3 Series;2024;SUV;Petrol;Automatic;21235;26558,00;salvage;Neustrelitz;SL;Germany;1;21235,00
Ford;F-150;2019;Van;Hybrid;Manual;70403;10878,00;excellent;Moers;NI;Germany;6;11733,83
Hyundai;i20;2020;Hatchback;Petrol;Automatic;76320;5769,00;good;Kennethmouth;NT;Australia;5;15264,00
Toyota;Innova;2012;Coupe;Petrol;Automatic;215137;1206,00;salvage;Bennettland;WLS;UK;13;16549,00
Maruti;Dzire;2014;Pickup;Hybrid;Manual;220193;2161,00;excellent;Roding;BY;Germany;11;20017,55
Toyota;Highlander;2016;Pickup;Petrol;Automatic;147855;4087,00;excellent;Alanton;NIR;UK;9;16428,33
Tata;Nexon;2014;Van;Diesel;Automatic;136083;1382,00;good;Dodsontown;WA;Australia;11;12371,18
Hyundai;Elantra;2017;Van;Diesel;CVT;209993;3551,00;excellent;Stendal;NI;Germany;8;26249,12
Skoda;Kushaq;2013;SUV;Plug-in Hybrid;CVT;114500;2551,00;excellent;West Lisatown;QC;Canada;12;9541,67
Ford;Escape;2014;Pickup;Diesel;Manual;105990;3653,00;good;Marcshire;QLD;Australia;11;9635,45
Chevrolet;Silverado;2014;Hatchback;CNG;Automatic;242633;1408,00;good;大網白里市;Kyoto;Japan;11;22057,55
Ford;Maverick;2021;Pickup;Diesel;Manual;77991;15047,00;fair;Hazaribagh;RJ;India;4;19497,75
Skoda;Kushaq;2023;Pickup;Petrol;Manual;28327;28525,00;excellent;East London;KZN;South Africa;2;14163,50
Hyundai;Sonata;2023;MPV;Diesel;Automatic;30319;16385,00;good;Lake Tom;ENG;UK;2;15159,50
Maruti;Dzire;2015;SUV;CNG;Automatic;136717;1939,00;good;Bensonburgh;WA;Australia;10;13671,70
Honda;City;2016;Crossover;Petrol;Manual;139593;2914,00;good;West Loriland;QC;Canada;9;15510,33
Mahindra;Bolero;2011;Convertible;Diesel;Automatic;188209;1387,00;like new;Costela Paulista;RS;Brazil;14;13443,50
Volkswagen;Jetta;2024;Sedan;Hybrid;CVT;11835;17125,00;fair;Rogerburgh;WLS;UK;1;11835,00
Honda;Amaze;2020;Pickup;Petrol;Manual;56614;14725,00;excellent;Gomes;BA;Brazil;5;11322,80
Maruti;Swift;2013;Coupe;Plug-in Hybrid;CVT;154395;2002,00;good;ThierryVille;PDL;France;12;12866,25
Tata;Harrier;2009;Van;Diesel;Automatic;186438;1235,00;salvage;Motihari;WB;India;16;11652,38
Audi;A6;2015;Convertible;Diesel;Manual;255326;5476,00;excellent;Schwabmünchen;TH;Germany;10;25532,60
Mercedes-Benz;E-Class;2009;Pickup;Petrol;Automatic;203996;1737,00;fair;Cantrellport;BC;Canada;16;12749,75
Kia;Sportage;2012;Convertible;Petrol;Automatic;134589;2076,00;excellent;Camargo;BA;Brazil;13;10353,00
Maruti;Ertiga;2017;Convertible;Petrol;Automatic;104856;4301,00;fair;Aizawl;KA;India;8;13107,00
Honda;Accord;2017;Pickup;Plug-in Hybrid;Automatic;90767;6785,00;good;Johannesburg;FS;South Africa;8;11345,88
Chevrolet;Equinox;2019;Crossover;Petrol;Automatic;154573;5638,00;fair;Kishanganj;PB;India;6;25762,17
Nissan;Magnite;2019;Pickup;Petrol;Automatic;150313;8578,00;good;Couturierdan;CVL;France;6;25052,17
Ford;Explorer;2017;Crossover;Petrol;Automatic;90507;5290,00;good;Patrickland;ENG;UK;8;11313,38
Mahindra;Bolero;2012;MPV;Petrol;Manual;172857;1401,00;excellent;港区;Hokkaido;Japan;13;13296,69
Maruti;Baleno;2005;Sedan;Petrol;Automatic;234699;1240,00;excellent;横浜市泉区;Kyoto;Japan;20;11734,95
Audi;A6;2014;Van;Hybrid;Automatic;150453;3358,00;good;Smithland;ON;Canada;11;13677,55
Hyundai;i20;2025;Coupe;Petrol;Automatic;102993;35569,00;excellent;Peixoto Alegre;AM;Brazil;0;13684,21
Tata;Harrier;2023;Van;Electric;Automatic;32415;14060,00;fair;調布市;Kanagawa;Japan;2;16207,50
Mahindra;Scorpio;2018;Pickup;Hybrid;Automatic;83471;4622,00;fair;Ericmouth;SCT;UK;7;11924,43
Honda;Civic;2022;SUV;Diesel;Automatic;37932;20369,00;excellent;Brianshire;NT;Australia;3;12644,00
Skoda;Slavia;2017;Convertible;Hybrid;Automatic;72913;3856,00;salvage;West Jaredton;CA;US;8;9114,12
Toyota;RAV4;2025;Convertible;Diesel;Manual;102993;44806,00;excellent;Sainte Jérôme-la-Forêt;NAQ;France;0;13684,21
Honda;Amaze;2019;Coupe;Electric;Automatic;117082;11573,00;excellent;Narasaraopet;RJ;India;6;19513,67
BMW;X3;2016;Van;Hybrid;Automatic;142826;4786,00;excellent;Moraes;RJ;Brazil;9;15869,56
Honda;City;2020;MPV;Petrol;CVT;69224;10470,00;like new;South Rose;NS;Canada;5;13844,80
Ford;Maverick;2013;Pickup;Petrol;Manual;309086;2007,00;fair;Sainte Honoré-les-Bains;OCC;France;12;25757,17
Volkswagen;Taigun;2017;Van;Petrol;Automatic;96793;5064,00;desconhecido;Paul-sur-Diaz;PACA;France;8;12099,12
Volkswagen;Tiguan;2014;Hatchback;Hybrid;CVT;118084;1666,00;good;Johannesburg;FS;South Africa;11;10734,91
Ford;Escape;2017;Pickup;Diesel;AMT;117855;8862,00;excellent;Roy;OCC;France;8;14731,88
Chevrolet;Equinox;2014;Convertible;Hybrid;Automatic;168765;3032,00;like new;East Williamborough;SA;Australia;11;15342,27
Volkswagen;Taigun;2025;Pickup;Hybrid;Automatic;102993;49288,00;excellent;香取市;Tokyo;Japan;0;13684,21
Chevrolet;Silverado;2014;Van;Hybrid;Manual;85870;2749,00;fair;Moura;RJ;Brazil;11;7806,36
Mercedes-Benz;C-Class;2015;Convertible;Petrol;Automatic;239888;4909,00;good;Salem;TN;India;10;23988,80
Mahindra;XUV700;2023;SUV;Diesel;CVT;41607;15464,00;good;横浜市港南区;Aichi;Japan;2;20803,50
Honda;Amaze;2008;Van;Electric;Automatic;159213;1329,00;excellent;Secunderabad;GJ;India;17;9365,47
Skoda;Slavia;2023;Crossover;Diesel;Automatic;25423;16764,00;fair;North Amelia;NIR;UK;2;12711,50
Nissan;Altima;2018;Convertible;Hybrid;CVT;101102;6452,00;good;Novaes da Serra;BA;Brazil;7;14443,14
Honda;Civic;2014;Crossover;Petrol;Manual;135504;2172,00;excellent;East Megan;WLS;UK;11;12318,55
Volkswagen;Jetta;2025;Crossover;Petrol;Automatic;102993;25758,00;fair;Steveburgh;MB;Canada;0;13684,21
Kia;Sportage;2020;Convertible;Electric;Automatic;58911;19157,00;good;長生郡長柄町;Osaka;Japan;5;11782,20
Tesla;Model Y;2018;Hatchback;Petrol;Manual;58311;8272,00;good;Shawnfort;ACT;Australia;7;8330,14
Honda;Amaze;2020;Pickup;CNG;CVT;65385;10876,00;fair;East Rosemary;ENG;UK;5;13077,00
Audi;A4;2021;Hatchback;Petrol;Manual;30082;17582,00;excellent;Wardside;NIR;UK;4;7520,50
Volkswagen;Tiguan;2014;Convertible;Petrol;Manual;223492;2684,00;excellent;Marty;OCC;France;11;20317,45
Ford;Escape;2018;Hatchback;Diesel;Manual;107759;4858,00;excellent;Saint ZacharieBourg;GES;France;7;15394,14
BMW;5 Series;2012;Convertible;Plug-in Hybrid;CVT;90322;4901,00;good;Ramos da Prata;PE;Brazil;13;6947,85
Tesla;Model Y;2021;Crossover;CNG;Manual;45937;16281,00;fair;Daniellebury;AZ;US;4;11484,25
Skoda;Octavia;2019;Coupe;Electric;Automatic;41527;16857,00;new;Eddieberg;QLD;Australia;6;6921,17
Chevrolet;Equinox;2005;Hatchback;Electric;Automatic;249663;1236,00;excellent;Gabrielport;ACT;Australia;20;12483,15
Volkswagen;Jetta;2020;Crossover;Petrol;Automatic;82935;11990,00;excellent;Le Roux;PACA;France;5;16587,00
Skoda;Kushaq;2019;Sedan;Diesel;Automatic;72990;7129,00;excellent;East Joshuafurt;NL;Canada;6;12165,00
Tesla;Model 3;2016;Sedan;Petrol;Manual;211341;3781,00;good;Pierre;PACA;France;9;23482,33
Tesla;Model 3;2012;Hatchback;Electric;Automatic;227087;1685,00;excellent;山武郡横芝光町;Fukuoka;Japan;13;17468,23
Volkswagen;Taigun;2022;Hatchback;Diesel;Manual;30390;12653,00;excellent;Rowlandland;ACT;Australia;3;10130,00
Toyota;RAV4;2017;Coupe;Diesel;Manual;103458;5231,00;excellent;Greenwoodland;WLS;UK;8;12932,25
BMW;X3;2015;Crossover;Petrol;CVT;88914;5791,00;good;Bloemfontein;LP;South Africa;10;8891,40
Volkswagen;Tiguan;2017;Van;Petrol;Automatic;119770;3852,00;excellent;Sampaio do Norte;PR;Brazil;8;14971,25
Tesla;Model 3;2017;Van;Diesel;Automatic;83789;7029,00;fair;New David;ACT;Australia;8;10473,62
Audi;Q3;2016;Coupe;Petrol;Automatic;147061;4616,00;good;Reynoldstown;NL;Canada;9;16340,11
BMW;X5;2021;SUV;Petrol;Manual;59126;25288,00;excellent;West Bethan;ENG;UK;4;14781,50
Chevrolet;Trax;2021;Crossover;Petrol;Automatic;89686;12774,00;good;Cottbus;BE;Germany;4;22421,50
Audi;Q5;2013;MPV;Diesel;Manual;117009;2472,00;fair;Port Elizabeth;LP;South Africa;12;9750,75
Kia;Seltos;2019;SUV;Petrol;Manual;46784;11853,00;excellent;Zavalaburgh;MA;US;6;7797,33
Skoda;Octavia;2021;Pickup;Petrol;Automatic;48460;18917,00;like new;da Mata da Prata;SP;Brazil;4;12115,00
Nissan;Rogue;2020;Sedan;Petrol;Automatic;57695;8878,00;good;East Lawrenceburgh;ON;Canada;5;11539,00
Skoda;Octavia;2016;Pickup;Diesel;Automatic;131531;3980,00;desconhecido;North Paul;ACT;Australia;9;14614,56
Mercedes-Benz;GLA;2014;Sedan;Petrol;CVT;149899;2304,00;fair;Youngfurt;AB;Canada;11;13627,18
Ford;Maverick;2024;Crossover;Petrol;Automatic;12045;19582,00;fair;Indore;WB;India;1;12045,00
Kia;Sportage;2022;Crossover;Petrol;CVT;22829;19985,00;excellent;Johannesburg;LP;South Africa;3;7609,67
Honda;Accord;2017;SUV;Petrol;DCT;189914;4994,00;desconhecido;中野区;Aichi;Japan;8;23739,25
Kia;Sonet;2015;Convertible;Diesel;Manual;160494;3216,00;good;South Sarah;AB;Canada;10;16049,40
Honda;Amaze;2019;Convertible;Petrol;Automatic;134758;10658,00;excellent;Hansestadttralsund;SL;Germany;6;22459,67
Volkswagen;Tiguan;2013;SUV;Plug-in Hybrid;Automatic;85801;2722,00;fair;Salinasland;AZ;US;12;7150,08
BMW;5 Series;2020;MPV;Petrol;Automatic;83970;16078,00;excellent;香取郡多古町;Fukuoka;Japan;5;16794,00
Chevrolet;Equinox;2017;Crossover;Petrol;Manual;120929;3421,00;good;Bowenside;MI;US;8;15116,12
Honda;CR-V;2012;Coupe;Petrol;Automatic;330117;1491,00;good;Sainte Jeanne;PACA;France;13;25393,62
Mercedes-Benz;E-Class;2017;Crossover;Diesel;Manual;107317;7599,00;desconhecido;Savageland;NB;Canada;8;13414,62
Chevrolet;Trax;2012;Coupe;Plug-in Hybrid;Automatic;151393;1868,00;excellent;Viana;RJ;Brazil;13;11645,62
Audi;Q5;2019;MPV;Petrol;CVT;69809;11850,00;good;Melo Alegre;RJ;Brazil;6;11634,83
Maruti;Swift;2020;Hatchback;Hybrid;Automatic;71586;3449,00;fair;East June;WLS;UK;5;14317,20
BMW;X5;2024;Crossover;Diesel;Automatic;13835;41011,00;excellent;New Michael;TX;US;1;13835,00
